ad_id,campaign_id,listing_id,listing_source,product_area,ad_type,impressions,clicks,revenue,event_date,campaign_metadata
27656,CMP-02766,25135,marketplace,Marketplace,Featured,1218,84,135.3,2024-11-21,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27657,CMP-02766,19484,motors,Motors,Highlight,122,2,1.96,2025-09-30,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
27658,CMP-02766,24488,marketplace,Marketplace,Featured,595,24,41.84,2025-08-10,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27659,CMP-02766,39517,marketplace,Marketplace,Sponsored,2672,110,33.83,2026-07-27,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
27660,CMP-02766,30813,marketplace,Marketplace,Featured,309,9,18.86,2026-05-10,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27661,CMP-02767,17728,motors,Motors,Highlight,88,3,10.22,2026-02-28,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27662,CMP-02767,2079,jobs,Jobs,Gallery,730,32,46.88,2026-06-25,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27663,CMP-02767,4363,motors,Motors,Banner,5820,171,63.95,2024-01-12,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27664,CMP-02767,17842,motors,Motors,Highlight,649,30,84.46,2023-12-16,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27665,CMP-02767,44215,marketplace,Marketplace,Highlight,891,19,37.47,2026-02-05,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 20000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27666,CMP-02767,4741,marketplace,Marketplace,Featured,639,36,22.3,2024-09-02,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
27667,CMP-02767,13285,property,Property,Highlight,881,12,38.87,2024-08-03,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27668,CMP-02767,6038,motors,Motors,Gallery,523,24,57.97,2024-07-10,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
27669,CMP-02767,8994,motors,Motors,Highlight,678,17,43.02,2025-06-10,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
27670,CMP-02767,28461,marketplace,Marketplace,Highlight,818,12,20.77,2024-07-11,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27671,CMP-02768,31069,marketplace,Marketplace,Sponsored,3266,113,79.95,2026-05-07,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27672,CMP-02768,5904,property,Property,Featured,1684,120,466.16,2024-01-08,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
27673,CMP-02768,2369,motors,Motors,Gallery,941,13,20.12,2026-07-09,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 2000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27674,CMP-02768,5949,jobs,Jobs,Banner,4980,77,52.82,2024-07-30,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27675,CMP-02768,6083,property,Property,Featured,527,9,11.25,2025-01-31,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 2000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27676,CMP-02768,9350,property,Property,Banner,8722,145,444.64,2024-10-17,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 50000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27677,CMP-02768,18946,motors,Motors,Gallery,134,1,2.42,2025-12-15,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 2000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27678,CMP-02768,3701,jobs,Jobs,Sponsored,1995,78,131.66,2024-08-10,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27679,CMP-02768,10912,motors,Motors,Featured,1460,96,140.83,2026-01-07,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27680,CMP-02768,47496,marketplace,Marketplace,Featured,1253,91,213.3,2026-03-15,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27681,CMP-02769,47432,marketplace,Marketplace,Featured,1010,16,26.16,2026-08-16,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27682,CMP-02769,35457,marketplace,Marketplace,Highlight,579,28,34.18,2025-10-06,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
27683,CMP-02769,6253,motors,Motors,Banner,6574,195,645.3,2025-08-09,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
27684,CMP-02769,362,property,Property,Sponsored,1691,77,33.73,2023-09-14,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27685,CMP-02769,11978,property,Property,Gallery,408,13,59.13,2025-02-28,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27686,CMP-02769,1126,property,Property,Banner,7421,255,846.26,2025-01-17,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 500, ""target_audience"": ""All Ages"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
27687,CMP-02769,11847,property,Property,Banner,6587,246,115.56,2024-04-14,"{""advertiser_name"": ""Harcourts"", ""budget_nzd"": 1000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27688,CMP-02769,10801,marketplace,Marketplace,Featured,1367,92,83.32,2025-10-26,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
27689,CMP-02769,18846,motors,Motors,Gallery,452,20,16.91,2024-03-05,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27690,CMP-02769,11294,marketplace,Marketplace,Featured,791,35,42.81,2025-08-16,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27691,CMP-02770,5934,property,Property,Sponsored,3085,82,343.22,2025-04-28,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27692,CMP-02770,2967,marketplace,Marketplace,Highlight,503,10,20.57,2026-08-08,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27693,CMP-02770,4114,marketplace,Marketplace,Banner,9544,132,97.01,2023-10-26,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 500, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27694,CMP-02770,3969,motors,Motors,Sponsored,2177,63,199.17,2026-08-08,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 10000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27695,CMP-02770,18167,motors,Motors,Featured,842,60,199.35,2023-08-20,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27696,CMP-02770,8913,property,Property,Featured,1549,96,407.61,2024-12-08,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27697,CMP-02770,5618,jobs,Jobs,Featured,940,34,19.97,2026-07-04,"{""advertiser_name"": ""Hudson"", ""budget_nzd"": 2000, ""target_audience"": ""All Ages"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
27698,CMP-02770,14426,marketplace,Marketplace,Featured,589,31,14.53,2026-02-07,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
27699,CMP-02770,41008,marketplace,Marketplace,Featured,1592,103,42.88,2025-03-08,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 1000, ""target_audience"": ""55+"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27700,CMP-02770,31478,marketplace,Marketplace,Sponsored,1324,30,66.91,2026-02-03,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
27701,CMP-02771,9312,motors,Motors,Highlight,758,34,88.11,2025-04-09,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
27702,CMP-02771,7717,marketplace,Marketplace,Featured,904,36,37.11,2024-02-23,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
27703,CMP-02771,34486,marketplace,Marketplace,Highlight,349,14,27.36,2026-01-30,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27704,CMP-02771,4442,motors,Motors,Featured,1579,76,184.32,2025-04-22,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27705,CMP-02771,12400,motors,Motors,Sponsored,3012,60,61.16,2024-11-18,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
27706,CMP-02771,19041,motors,Motors,Sponsored,2350,84,26.67,2025-10-05,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27707,CMP-02771,27135,marketplace,Marketplace,Sponsored,2523,33,51.81,2024-06-22,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27708,CMP-02771,12637,motors,Motors,Highlight,579,11,11.24,2024-03-20,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
27709,CMP-02771,12751,property,Property,Highlight,978,28,29.22,2024-01-09,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
27710,CMP-02771,40296,marketplace,Marketplace,Banner,1340,53,13.12,2024-09-22,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
27711,CMP-02772,18757,motors,Motors,Sponsored,976,31,39.5,2025-10-24,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
27712,CMP-02772,9343,property,Property,Featured,1103,42,49.59,2025-02-17,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27713,CMP-02772,17021,motors,Motors,Featured,109,7,26.06,2025-10-07,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
27714,CMP-02772,3356,jobs,Jobs,Highlight,450,20,28.15,2025-04-04,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27715,CMP-02772,10073,property,Property,Gallery,106,4,17.81,2024-07-13,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
27716,CMP-02772,4881,property,Property,Banner,4702,147,531.01,2026-06-18,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 50000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27717,CMP-02772,3903,jobs,Jobs,Gallery,111,3,1.32,2026-01-30,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 10000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27718,CMP-02772,9660,marketplace,Marketplace,Sponsored,3988,90,50.5,2025-04-02,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27719,CMP-02772,14562,motors,Motors,Gallery,415,17,50.33,2026-06-07,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 500, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27720,CMP-02772,11743,motors,Motors,Featured,645,14,49.94,2024-09-24,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27721,CMP-02773,17924,motors,Motors,Highlight,741,29,83.05,2025-09-01,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27722,CMP-02773,40523,marketplace,Marketplace,Featured,761,14,34.65,2026-05-25,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 2000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27723,CMP-02773,3668,jobs,Jobs,Banner,2305,96,71.53,2024-08-02,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
27724,CMP-02773,49404,marketplace,Marketplace,Highlight,804,13,31.85,2025-08-09,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 500, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27725,CMP-02773,23627,marketplace,Marketplace,Highlight,954,21,20.54,2024-08-30,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
27726,CMP-02773,13401,motors,Motors,Gallery,654,23,68.5,2025-06-16,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 500, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27727,CMP-02773,10431,marketplace,Marketplace,Highlight,361,14,7.19,2025-09-04,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
27728,CMP-02773,4774,property,Property,Gallery,52,1,0.97,2024-12-26,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27729,CMP-02773,12558,jobs,Jobs,Gallery,719,11,10.96,2025-11-14,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27730,CMP-02773,46575,marketplace,Marketplace,Highlight,315,4,9.67,2024-11-01,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27731,CMP-02774,13484,jobs,Jobs,Featured,603,33,77.78,2026-03-24,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 1000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27732,CMP-02774,6191,jobs,Jobs,Banner,2801,98,175.18,2025-07-21,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
27733,CMP-02774,11395,property,Property,Highlight,896,28,67.99,2024-05-03,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 1000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
27734,CMP-02774,44110,marketplace,Marketplace,Highlight,87,1,1.53,2024-02-03,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 500, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27735,CMP-02774,18474,motors,Motors,Banner,2482,85,200.65,2024-09-21,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27736,CMP-02774,8605,jobs,Jobs,Sponsored,1254,23,52.09,2023-09-04,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
